q.value	cancer.exp	normal.exp	weight
chr4:184828032:184828058	3.56686489570024e-15	0.383474366091679	0.00519034730339606	0.986645694542072
chr12:64784380:64784575	1.43236865301443e-06	0.39094750543962	0.000691872524833914	0.998233393872623
chr2:70057016:70057043	6.40463066359761e-06	0.584271708683473	0.0710923279737218	0.891522384511147
chr17:40822041:40822061	4.88224546681424e-05	0.603033205875859	0.150446799924641	0.800330733706987
chr2:25425395:25425417	2.77328879223297e-06	0.717620872202966	0.164824756116634	0.813218230305586
chr16:68028052:68028131	1.32257704171606e-12	0.508955647280455	0.0383724636672331	0.929891297560449
chr16:88769941:88770131	5.48817961899152e-07	0.310739406889927	0.00575252583113674	0.981824099648674
chr16:58535445:58535463	0.000200957409938036	0.425	0.0262541783507048	0.941819534066894
chr3:48520626:48520665	1.90980975513213e-18	0.635801169590643	0.0170569251867739	0.973873456845796
chr3:170137672:170137687	1.25166744154213e-08	0.519016090206061	0.00637905851409205	0.987858550788618
chr13:109793395:109793413	0.000515631841244334	0.385419884752253	0.0748819962535252	0.837319812619699
chr12:115333753:115333857	8.47689616742319e-06	0.497580943208559	0.0344015382625318	0.935333324948218
chr14:73712647:73712670	2.78191951439931e-08	0.360995501758317	0.00623991356350768	0.983008410128311
chr17:59482675:59482690	7.92059177340399e-05	0.420833333333333	0.0259751198881634	0.941865200398779
chr11:69229767:69229875	1.02923226084517e-06	0.401383033348757	0.0606022253579773	0.868822166474261
chr7:4248707:4248866	5.76306541834932e-07	0.566119271045832	0.0523795920543464	0.915311740765702
chr2:66666590:66666648	4.17550918167673e-10	0.344120499645408	0.00756071645234121	0.978501221827441
chr8:145900816:145901119	1.08682746619795e-18	0.438332014385432	0.012799289045267	0.9716284617185
chr5:139227605:139227613	6.90677569912352e-05	0.333333333333333	0.00550563311178474	0.983751475901528
chr17:72462820:72462912	6.88769863985547e-08	0.335154779860662	0.0159367387166787	0.954608021346525
chr7:150118268:150118346	2.00924969958884e-05	0.40603687978688	0.00165408882697949	0.995942787664384
chr2:235055127:235055264	4.76735051121963e-05	0.543781609650909	0.0603882927173915	0.900047499088131
chr5:2740503:2740527	2.65829645654261e-08	0.318518518518519	0.00248734759604325	0.992251395196761
chr5:3600942:3600993	4.37425397472277e-13	0.494590951532128	0.00539233248753079	0.989214974460389
chr2:129492325:129492360	6.84103032036038e-10	0.417468775532867	0.0284756094336779	0.936145379572804
chr3:44063876:44063942	3.99333600101163e-05	0.368888888888889	0.0287199984663753	0.927768218015927
chr15:59397205:59397420	8.88875911762184e-09	0.415467144577199	0.0085154996199483	0.979915452350477
chr6:30140204:30140224	7.35988112189315e-09	0.575136504310102	0.0708201671451178	0.890363904771549
chr18:77268249:77268311	1.22561777951603e-05	0.6	0.0313950203123264	0.950276737537784
chr11:69920045:69920065	5.61177046627798e-11	0.686901250423975	0.0434364100464694	0.9405255782394
chr19:55766296:55766320	9.58249239800829e-21	0.463052149139106	0.011496940776255	0.975772915762402
chr1:226900505:226900521	2.47539335940654e-08	0.515852433951115	0.0338660277725353	0.938393868624408
chr8:145638671:145638696	0.000913216289873458	0.431378230420377	0.0438864828031096	0.907658865507921
chr2:239755874:239755896	7.40675418306225e-07	0.411320892678102	0.0274995556015432	0.937333012375898
chr12:62584918:62584946	4.45266289925993e-05	0.356547619047619	0.0083885908345676	0.977013542072803
chr6:82528497:82528686	0.00028463786105983	0.444872342046492	0.058731859564055	0.883376946863771
chr6:157557373:157557415	1.24583425674835e-08	0.355087543369951	0.00280744544861166	0.992155672651692
chr11:36422794:36422937	5.85342655551742e-06	0.67597850348088	0.0844364569060611	0.888960026689776
chr21:20866872:20866975	2.20851068848948e-09	0.583760042034545	0.0541311079708396	0.915140525197155
chr19:58868331:58868347	1.61127126502048e-05	0.491063960359548	0.114611624016485	0.810770605629484
chr2:74642086:74642249	1.88334760826133e-08	0.453925987140206	0.00276493180021671	0.993945726342377
chr17:70216182:70216257	1.31540085737193e-06	0.36799053030303	0.00561496518897415	0.984970870994337
chr12:115103838:115103858	2.86302451713306e-05	0.316666666666667	0.0147006069417986	0.955636515393586
chr6:43597626:43597660	5.59373874571407e-06	0.375873015873016	0.00404467942659106	0.989353800897846
chr7:150329304:150329321	1.43629363989842e-06	0.386925296925297	0.00924591051720038	0.976661831189379
chr6:29521498:29521580	5.57532331361307e-09	0.376222338016752	0.00251032926208192	0.993371764627228
chr3:184504534:184504593	2.02559899584329e-06	0.353714499125067	0.0262482414669127	0.930918906874874
chr6:45631538:45631561	6.59233788281229e-10	0.437350787867579	0.00174414496556656	0.996027863600445
chr6:137814560:137814567	1.60877415920759e-08	0.331697838695215	0.0240298181097036	0.932448833679295
chr2:220313636:220313657	3.67965717051658e-09	0.456944444444444	0.00519196483870397	0.988765298006367
chr12:111099505:111099564	5.41844080829006e-09	0.52015873015873	0.0132667076407396	0.975129218255004
chr10:130832367:130832381	4.9893674807964e-05	0.415208091141595	0.0671725040165394	0.860747914217986
chr7:155556566:155556600	1.1368174852782e-09	0.616714374036649	0.0573501465978973	0.914918906362392
chr20:62473619:62473818	5.18530954204227e-06	0.669807394301206	0.0659268132448662	0.910393165672214
chr6:27835219:27835269	3.38813784713617e-08	0.343513719330811	0.00353853891409191	0.98980401703194
chr6:158411773:158411853	4.24498688248903e-08	0.807740429505135	0.178268708686882	0.819201768237399
chr8:142413012:142413121	3.50116103961835e-06	0.334668803418803	0.0124555480706638	0.964117907553248
chr9:95878444:95878480	0.000743047114676436	0.555953823953824	0.126931855749838	0.814124297049368
chr2:96812345:96812369	2.02436577248789e-06	0.604847980123741	0.0699262385353609	0.896370909555026
chr5:1878568:1878601	4.2419393839999e-05	0.415555555555556	0.0332835263246957	0.925845302540799
chr15:101513899:101513906	1.01503283573969e-08	0.474773379817501	0.00272428468930105	0.99429466384487
chr12:113675732:113675977	0.000161700348749408	0.566666666666667	0.075595282858323	0.882298362974434
chr16:68390618:68390663	2.85383850691098e-05	0.409370220422852	0.0447563432587974	0.901445220698051
chr20:22562975:22562988	0.00018963577995209	0.441462397802106	0.0448811727053316	0.907717146011607
chr17:44847184:44847220	9.24222933620478e-05	0.504116849932354	0.104120560591858	0.828815921562402
chr16:50715337:50715362	8.92168822950989e-06	0.583333333333333	0.054795188930463	0.914131421776801
chr14:69196490:69196670	0.000396397610942685	0.564017688967476	0.0914079347920841	0.860536525459956
chr2:19556014:19556079	8.26212884925304e-06	0.409473533002945	0.0648715061349857	0.863239834334765
chr17:79315001:79315013	4.51124519657182e-10	0.527777777777778	0.0206076628517752	0.962421207193033
chr13:19918950:19918984	6.28678380259094e-07	0.395518207282913	0.0309550868370066	0.927416118983754
chr20:23430250:23430307	3.18574245261671e-05	0.319611083414708	0.0143178122808107	0.957123170634907
chr8:33432560:33432573	9.41590197252506e-06	0.697478283855926	0.0867162155455835	0.889420015555115
chr15:57072647:57072802	6.22187088204782e-06	0.82020202020202	0.132015027952244	0.861360360846158
chr6:45631260:45631269	8.60514674692076e-09	0.354434110440318	0.00343955534346672	0.990388911863817
chr11:1779926:1779973	5.25068183408724e-06	0.443596135588327	0.0459834007016333	0.906075729696351
chr2:29237588:29237851	3.25684901018694e-06	0.454236713228001	0.0120679612732986	0.97412000794072
chr17:44846986:44847044	6.74505510723756e-06	0.384591166219782	0.0593257118666133	0.866358512606346
chr12:51717977:51718034	2.36005454732011e-09	0.344970620016815	0.025497124937605	0.931175857318585
chr16:50308506:50308653	1.97035398160254e-07	0.584844301894326	0.0458535142414116	0.927297172959383
chr2:220313356:220313384	1.94474266014256e-12	0.440358365827488	0.0107222477375022	0.9762298635431
chr3:196367690:196367895	8.63540070053363e-16	0.392093134591525	0.00592728865104032	0.985108079121287
chr5:171605385:171605414	3.60757718154882e-06	0.469403379840252	0.0466397088060514	0.909620514580676
chr8:96085706:96085722	2.86434296299301e-05	0.502777777777778	0.045385398457814	0.917204583552128
chr9:37903889:37903895	3.47943643819924e-10	0.4450068130249	0.0301039409576362	0.93663805606315
chr5:172659760:172659766	1.52806306406824e-09	0.574093567251462	0.00965055187391345	0.983467838805172
chr19:3369814:3369834	5.13627805096402e-06	0.463794683257919	0.0716366021600029	0.866207664529561
chr9:99449160:99449189	0.000369305827946967	0.366328208514117	0.0387021618679227	0.904446271939022
chr8:40999141:40999205	1.01526208978596e-06	0.524209346148351	0.0402628073046284	0.928671756333181
chr4:142526001:142526030	4.01666246600668e-07	0.676562346986455	0.0659399795107833	0.911192225050855
chr6:161787799:161787872	0.000433867148786356	0.595482114950953	0.117628447425952	0.835048793788892
chr18:379844:379940	1.15407614489916e-05	0.481571828966378	0.0528389406561251	0.901126729363165
chr3:128211534:128211604	7.21864858956263e-06	0.433108476064998	0.0328120988046617	0.929575767685639
chr2:133403686:133403797	1.06796724101619e-06	0.507604604664714	0.0682355656098829	0.881502595455708
chr8:61764645:61764655	0.000210940497661902	0.503721067374318	0.13401590879319	0.789857082462803
chr17:79450423:79450451	0.000153815132828511	0.417516339869281	0.0883793329386074	0.82530126725917
chr2:45231787:45231831	4.31611613152057e-07	0.41969696969697	0.0180363894154456	0.958795944974316
chr12:5997166:5997213	2.02527589984747e-05	0.483375162195969	0.0524747003721861	0.902072009273844
chr22:50050779:50050844	1.55712553366441e-07	0.467215559913947	0.0679028568119138	0.87310685880075
chr17:36105480:36105490	9.29139819071448e-07	0.328668322674982	0.00729181624528372	0.978295591052204
chr22:46367343:46367373	3.54297003894153e-08	0.442284712565537	0.00862724623934657	0.980867115917235
chr22:19753445:19753480	3.29657004217598e-07	0.31722154792857	0.00961730043359941	0.970574794025273
chr9:95821885:95821901	9.80726947071816e-17	0.425146716749537	0.0147289585100152	0.966515633078996
chr10:77167577:77167584	1.93719685523018e-08	0.347136197136197	0.000802476432164295	0.997693626799417
chr16:28505658:28505862	7.06905456214382e-17	0.394128324497183	0.0230013699609434	0.944857989573666
chr7:121950428:121950564	2.0704912533974e-06	0.346905790090685	0.0119677365914122	0.966651938073956
chr2:206950887:206950983	4.54577763575998e-05	0.350333333333333	0.00515708167775516	0.98549304999519
chr6:107956258:107956267	3.10758885615593e-09	0.390749113722392	0.0330761528657205	0.92195804386088
chr8:10588991:10589016	1.04467349682137e-12	0.327006413603247	0.00818130637626851	0.975591867217664
chr9:110350145:110350159	7.38069296300524e-05	0.462097061074911	0.0990486533023884	0.823488532898621
chr9:134465995:134466015	1.0716891949476e-05	0.53776455026455	0.0530262653850827	0.910245278057048
chr8:145901158:145901388	7.21959132414566e-12	0.636827005939617	0.0348820128979849	0.948069756516968
chr6:30431723:30431770	2.93557538323395e-08	0.574771768530546	0.0142321313300174	0.975836948900701
chr10:74078123:74078155	1.8980683074266e-08	0.406349206349206	0.0217570822039113	0.949178316727268
chr6:36737537:36737549	0.000233380702947584	0.52538324010493	0.0760531451230272	0.873547482342291
chr5:3606576:3606611	7.39363601240926e-05	0.421275437525438	0.0384399500269664	0.916383155604978
chr6:170404944:170404997	0.000363696661979601	0.443815279489216	0.0529180831717364	0.893467829726074
chr20:56247297:56247315	1.24583425674835e-08	0.529782424972032	0.0480337276710255	0.916870223424339
chr5:76373633:76373641	1.07878413946856e-05	0.373231215665426	0.0518387473806503	0.878046552597669
chr17:68164684:68164749	0.000659378685235578	0.407474415204678	0.0331078700717932	0.924854286751412
chr13:79181662:79181784	2.73205267395148e-06	0.583333333333333	0.0418322418983889	0.933086139807229
chr6:1384169:1384189	2.67848662830019e-07	0.457452633653421	0.0208037259282958	0.95650089013664
chr22:23558969:23559146	0.00043638530513303	0.386666666666667	0.0368297632988999	0.913034064296848
chr5:3600677:3600690	6.55004285264808e-12	0.325764811431507	0.010805778344538	0.967894466501876
chr17:73749653:73749685	1.25042402632134e-09	0.308647897840683	0.0043787731002613	0.98601150155321
chr4:24801685:24801698	5.01102253778947e-13	0.387704811713464	0.00708987279353413	0.982041620437753
chr10:77167421:77167439	4.04039081603696e-06	0.391901215362921	0.0466347142495536	0.893658167779402
chr4:111543271:111543299	2.74177882739669e-05	0.403188297074269	0.00412014672537888	0.989884455409411
chr17:73483828:73483897	6.43015250411236e-10	0.346570056664244	0.0152305443167549	0.957903485302517
chr12:124941370:124941476	0.000118056048486309	0.392669893598465	0.0352086390450926	0.917713471560344
chr22:24181054:24181071	9.87433388421334e-08	0.484285714285714	0.0205927365861168	0.959212486588491
chr9:130667243:130667327	0.000438282098500771	0.368491632730954	0.0460965347322437	0.888813674991495
chr2:73114219:73114237	4.28037637492548e-08	0.44	0.023750309546497	0.948786428693228
chr2:197106695:197106907	0.000660691709616137	0.408642763429892	0.0703290063585493	0.853166698342967
chr16:68318872:68318933	1.22660267032277e-17	0.384401777753311	0.0161898158275711	0.959585233222568
chr20:31215990:31216058	1.28521472009634e-10	0.734699675324675	0.097309899490606	0.883042332160408
chr20:21486625:21486638	1.89722806299502e-06	0.419459298871064	0.0145525206401863	0.966469759610293
chr15:101777541:101777679	0.000188617789817511	0.531432873223706	0.101805806380611	0.839229962319697
chr6:117869097:117869149	4.00287043059529e-08	0.653187462863933	0.0764547744135712	0.895216079185814
chr5:177210046:177210086	8.35473578877333e-05	0.417471304013346	0.0182688661018405	0.958073945541878
chr16:56669343:56669402	2.78440339759889e-10	0.334511012413518	0.0136109190866918	0.960901862666232
chr17:76339783:76339821	1.48188674906709e-06	0.491533536698219	0.0607271257104583	0.890039016276123
chr11:1683134:1683181	0.000210791734761383	0.405620008406894	0.0508810942787589	0.888541136090539
chr9:124982160:124982166	1.25022434766462e-11	0.365188651218063	0.0131252134603584	0.96530602051417
chr1:9910785:9910800	1.1498618834426e-06	0.673583904018687	0.104814973963566	0.865345420030326
chr8:22547919:22547980	3.51938388781306e-09	0.575831408253295	0.0864132559997863	0.869514605908908
chr21:38077472:38077482	1.47376727352618e-11	0.317702117568707	0.00255019586166513	0.992036916660027
chr4:2801307:2801417	7.29135711757126e-06	0.588257495175264	0.0617540325956255	0.904995480914929
chr19:38345808:38345819	5.81112852974327e-08	0.701531295820652	0.088834081650439	0.887603778982983
chr2:10471620:10471684	5.49869525760495e-14	0.390833316453354	0.0216719070690615	0.947462708753108
chr1:179713235:179713255	4.47271846806436e-09	0.362765528039568	0.0204703112907103	0.946585602937129
chr7:45068249:45068308	2.47502847388872e-11	0.333184152448858	0.0238144815043952	0.933292513641625
chr2:177016575:177016595	8.61077822899187e-06	0.34773205096269	0.0133179599578465	0.9631132542445
chr12:66276079:66276191	5.66133546223148e-06	0.336846042846043	0.00589377392544272	0.982803941540961
chr1:246745796:246745918	3.90106648079966e-06	0.793445641003178	0.189690730757577	0.807055525351128
chr19:6753524:6753635	3.14200520465872e-10	0.466446503334633	0.00335915417812838	0.992849906925531
chr20:23107056:23107130	6.29647494349799e-06	0.616237846569467	0.0690980768386992	0.899176338962249
chr6:108883714:108883758	0.000970309018445571	0.462144249512671	0.112286494884676	0.804525617787955
chr20:61638096:61638108	8.11390806847229e-05	0.499896861756377	0.0822616913586726	0.85869538303869
chr17:36666183:36666252	9.73492778912033e-13	0.379141870531903	0.0185067554617655	0.953459526194716
chr5:176427230:176427277	0.000408383759681236	1	0.30363754530919	0.767084381389787
chr17:75401152:75401310	0.000700955650473865	0.562244552507758	0.0816247874953042	0.873227714966338
chr3:195627634:195627732	0.000196203342067633	0.418194718508764	0.0404345112896888	0.911836165986503
chr1:161039226:161039378	4.39031130747186e-09	0.405449172881564	0.0309224110582545	0.929137431958633
chr6:6002712:6002734	3.27821294445856e-07	0.4119859045946	0.00894986416466749	0.978738171405467
chr11:114010500:114010527	2.89691826429532e-07	0.511065094798089	0.121622990839009	0.807767850225063
chr19:55765372:55765427	5.30740087299478e-08	0.353431013431014	0.00626624490912195	0.982579114063759
chr3:5061424:5061583	0.000291461911866274	0.522362637362637	0.0824346415789331	0.863698722779973
chr7:102066465:102066505	4.41412942447947e-13	0.421788184414077	0.0112803749675715	0.973952449968481
chr17:27912311:27912415	8.89211543597154e-10	0.403589602871234	0.0510588579194343	0.887695962215205
chr17:80358785:80358913	0.000258393634066044	0.581483831951742	0.100402935365417	0.852757172924111
chr1:169637173:169637186	0.000322388868520424	0.634514130544992	0.11591082350253	0.845539753339293
chr12:22094366:22094373	1.4966143171276e-08	0.372350712720193	0.0221964995569216	0.943741841619371
chr3:181413964:181413978	1.88289403842704e-05	0.412310585826527	0.00659978181311435	0.984245360528313
chr9:96080164:96080202	0.00056899866237042	0.742632881967247	0.229454132465236	0.763957208502375
chr6:10391058:10391093	1.24674342342205e-05	0.468961693105201	0.0341602224027157	0.932103489532493
chr19:4108798:4108818	0.000194552647102417	0.595711233211233	0.0958650520656946	0.86138181122375
chr2:105459552:105459571	2.10895085438823e-06	0.319630469093783	0.00660557337732103	0.979752165556918
chr17:76886714:76886754	0.000170724529217643	0.530052257863606	0.123980343615868	0.81043705874078
chr7:155595704:155595716	2.66806945248889e-05	0.420202092112652	0.0805795893485747	0.839092378312537
chr4:186560264:186560311	1.04467349682137e-12	0.395294800836733	0.0213428149599163	0.948773672489684
chr19:49338972:49339092	2.74321612683279e-05	0.401212121212121	0.00138020403594024	0.99657170802973
chr5:54527322:54527355	4.53414293539205e-06	0.375252525252525	0.0037186535645734	0.990187502975343
chr17:59482595:59482615	7.76235853990279e-09	0.322865761689291	0.0224646211388166	0.934947452480604
chr8:141849327:141849357	5.93493397962703e-08	0.736666666666667	0.0626915451383922	0.92157265139389
chr17:1960955:1960972	0.000115049125388277	0.435711851501325	0.0902919009436749	0.828343618227104
chr6:42072312:42072322	1.46205160460183e-06	0.350541686891801	0.00307154855578335	0.991313819031984
chr9:117693070:117693110	7.03669553452462e-14	0.566014478949105	0.0219419065850496	0.962681064233845
chr3:170137395:170137413	2.56575592832668e-08	0.411387431089741	0.0108356672144284	0.974336630899756
chr17:7287595:7287642	0.000273904631441258	0.331334981667972	0.0189973664942141	0.945773301855016
chr14:103568958:103569000	9.56595685948324e-06	0.321292067308009	0.00897587416609156	0.972822447961406
chr2:71116046:71116096	5.77275814596202e-09	0.310667199854993	0.000240484153527632	0.999226509456353
chr8:142046260:142046307	3.83768275528851e-21	0.461919512573024	0.0108952769882487	0.976956564750526
chr12:51717855:51717865	8.75605996937286e-13	0.438230688746129	0.00847193801896461	0.981034501452753
chr17:75123985:75124085	4.35621918307917e-08	0.490719402110661	0.00330800553772941	0.993304004015737
chr2:177030210:177030276	3.59480934831223e-09	0.322995075123702	0.00237546797241448	0.992699191666798
chr9:138999207:138999217	3.07134538855701e-08	0.392606412575487	0.0237857519472222	0.942876562111857
chr6:27114547:27114655	2.3296345522926e-07	0.449854844216217	0.0649271681878273	0.873874442728455
chr5:176858541:176858704	9.83588027775471e-05	0.38185885110444	0.0600461629253337	0.864119751939977
chr1:154379469:154379696	7.31097164718146e-05	0.473997145185861	0.0774619746933781	0.859532698071362
chr9:92099055:92099114	6.02814707668213e-12	0.39517272046318	0.00875126600071134	0.978334374055566
chr2:71116232:71116257	1.32690136931518e-09	0.3178230005404	0.00237612745335857	0.992579219474311
chr6:100895678:100895697	8.88836424375092e-13	0.360555160139949	0.00732679534466963	0.980083841472959
chr5:132158710:132158741	1.21456532278198e-07	0.423702978788665	0.0517401428956662	0.891174904976291
chr6:158629779:158629874	3.5691524306391e-05	0.846428571428571	0.144947322526373	0.853791762125537
chr17:33815330:33815432	1.47384485824027e-08	0.449128854090541	0.00316324676047527	0.993006186147131
chr6:26123664:26123979	3.73432366120853e-07	0.444442175808766	0.00109518789618463	0.997541871938467
chr7:24324675:24324683	5.10027989223951e-07	0.416666666666667	0.0184217483960841	0.95765975889423
chr1:221050180:221050273	2.56669498054439e-08	0.320770397127439	0.0169655255299381	0.94976689066283
chr5:2748507:2748516	4.04044211089756e-11	0.344311034911428	0.0182685439678726	0.949615077538733
chr7:3134644:3134670	2.92694773750036e-06	0.530766032573984	0.0623487246534158	0.894879154676788
chr16:55362634:55362703	5.55346410168348e-14	0.368088023088023	0.0137872445764695	0.963895947855459
chr17:56401848:56401879	1.11945546919283e-05	0.432444444444444	0.0401935554331921	0.914959111532297
chr22:47070535:47070641	3.47654344750286e-20	0.629906402747413	0.012043795177991	0.981238739053414
chr12:96564033:96564157	5.3015117753135e-07	0.665159763665385	0.141897990695326	0.824178641579714
chr19:3672066:3672080	6.92061908717758e-14	0.448786095815712	0.0328791523744973	0.931738582972228
chr12:111845175:111845270	2.07422432038385e-09	0.432193164069594	0.0499407280431411	0.896417304694556
chr7:100465077:100465161	8.50451131502823e-05	0.308333333333333	0.00745493454419232	0.976392617134581
chr3:15314976:15315000	0.000268200333230589	0.860549450549451	0.240335272778701	0.781688974616589
chr3:186490345:186490366	7.05900135836851e-05	0.378889296446686	0.0161856669557701	0.959031403011782
chr9:127258187:127258274	2.54500226122253e-13	0.475436908770242	0.0304070514143997	0.93988847587841
chr19:4569114:4569260	0.000893626075729301	0.412900024998558	0.10971371135473	0.790067302631014
chr7:156797306:156797346	8.08369296050726e-05	0.383333333333333	0.0160442055307123	0.959826970799742
chr19:14089841:14089870	0.000493832205243613	0.385130612644142	0.0612900285977006	0.862707897136644
chr10:134046101:134046188	2.79809128840548e-10	0.387105649867798	0.0265157102343432	0.935893759868216
chr4:3304775:3304980	3.68643803497117e-06	0.476036432823473	0.0368000603795786	0.928242118360699
chr10:17038608:17038717	6.56366219041444e-07	0.447737200975	0.0434861374092488	0.911473796110166
chr2:129037557:129037569	1.98044555860338e-05	0.697770119743804	0.148362768471464	0.824657839758004
chr7:1959874:1959887	3.56686489570024e-15	0.357684488182981	0.0149006377460705	0.960007427272049
