chr2	235055127	235055264
chr5	2740503	2740527
chr5	3600942	3600993
chr2	129492325	129492360
chr3	44063876	44063942
chr15	59397205	59397420
chr6	30140204	30140224
chr18	77268249	77268311
chr11	69920045	69920065
chr19	55766296	55766320
chr1	226900505	226900521
chr8	145638671	145638696
chr2	239755874	239755896
chr12	62584918	62584946
chr6	82528497	82528686
chr6	157557373	157557415
chr11	36422794	36422937
chr21	20866872	20866975
chr19	58868331	58868347
chr2	74642086	74642249
chr17	70216182	70216257
chr12	115103838	115103858
chr6	43597626	43597660
chr7	150329304	150329321
chr6	29521498	29521580
chr3	184504534	184504593
chr6	45631538	45631561
chr6	137814560	137814567
chr2	220313636	220313657
chr12	111099505	111099564
chr10	130832367	130832381
chr7	155556566	155556600
chr20	62473619	62473818
chr6	27835219	27835269
chr6	158411773	158411853
chr8	142413012	142413121
chr9	95878444	95878480
chr2	96812345	96812369
chr5	1878568	1878601
chr15	101513899	101513906
chr12	113675732	113675977
chr16	68390618	68390663
chr20	22562975	22562988
chr17	44847184	44847220
chr16	50715337	50715362
chr14	69196490	69196670
chr2	19556014	19556079
chr17	79315001	79315013
chr13	19918950	19918984
chr20	23430250	23430307
chr8	33432560	33432573
chr15	57072647	57072802
chr6	45631260	45631269
chr11	1779926	1779973
chr2	29237588	29237851
chr17	44846986	44847044
chr12	51717977	51718034
chr16	50308506	50308653
chr2	220313356	220313384
chr3	196367690	196367895
chr5	171605385	171605414
chr8	96085706	96085722
chr9	37903889	37903895
chr5	172659760	172659766
chr19	3369814	3369834
chr9	99449160	99449189
chr8	40999141	40999205
chr4	142526001	142526030
chr6	161787799	161787872
chr18	379844	379940
chr3	128211534	128211604
chr2	133403686	133403797
chr8	61764645	61764655
chr17	79450423	79450451
chr2	45231787	45231831
chr12	5997166	5997213
chr22	50050779	50050844
chr17	36105480	36105490
chr22	46367343	46367373
chr22	19753445	19753480
chr9	95821885	95821901
chr10	77167577	77167584
chr16	28505658	28505862
chr7	121950428	121950564
chr2	206950887	206950983
chr6	107956258	107956267
chr8	10588991	10589016
chr9	110350145	110350159
chr9	134465995	134466015
chr8	145901158	145901388
chr6	30431723	30431770
chr10	74078123	74078155
chr6	36737537	36737549
chr5	3606576	3606611
chr6	170404944	170404997
chr20	56247297	56247315
chr5	76373633	76373641
chr17	68164684	68164749
chr13	79181662	79181784
chr6	1384169	1384189
chr22	23558969	23559146
chr5	3600677	3600690
chr17	73749653	73749685
chr4	24801685	24801698
chr10	77167421	77167439
chr4	111543271	111543299
chr17	73483828	73483897
chr12	124941370	124941476
chr22	24181054	24181071
chr9	130667243	130667327
chr2	73114219	73114237
chr2	197106695	197106907
chr16	68318872	68318933
chr20	31215990	31216058
chr20	21486625	21486638
chr15	101777541	101777679
chr6	117869097	117869149
chr5	177210046	177210086
chr16	56669343	56669402
chr17	76339783	76339821
chr11	1683134	1683181
chr9	124982160	124982166
chr1	9910785	9910800
chr8	22547919	22547980
chr21	38077472	38077482
chr4	2801307	2801417
chr19	38345808	38345819
chr2	10471620	10471684
chr1	179713235	179713255
chr7	45068249	45068308
chr2	177016575	177016595
chr12	66276079	66276191
chr1	246745796	246745918
chr19	6753524	6753635
chr20	23107056	23107130
chr6	108883714	108883758
chr20	61638096	61638108
chr17	36666183	36666252
chr5	176427230	176427277
chr17	75401152	75401310
chr3	195627634	195627732
chr1	161039226	161039378
chr6	6002712	6002734
chr11	114010500	114010527
chr19	55765372	55765427
chr3	5061424	5061583
chr7	102066465	102066505
chr17	27912311	27912415
chr17	80358785	80358913
chr1	169637173	169637186
chr12	22094366	22094373
chr3	181413964	181413978
chr9	96080164	96080202
chr6	10391058	10391093
chr19	4108798	4108818
chr2	105459552	105459571
chr17	76886714	76886754
chr7	155595704	155595716
chr4	186560264	186560311
chr19	49338972	49339092
chr5	54527322	54527355
chr17	59482595	59482615
chr8	141849327	141849357
chr17	1960955	1960972
chr6	42072312	42072322
chr9	117693070	117693110
chr3	170137395	170137413
chr17	7287595	7287642
chr14	103568958	103569000
chr2	71116046	71116096
chr8	142046260	142046307
chr12	51717855	51717865
chr17	75123985	75124085
chr2	177030210	177030276
chr9	138999207	138999217
chr6	27114547	27114655
chr5	176858541	176858704
chr1	154379469	154379696
chr9	92099055	92099114
chr2	71116232	71116257
chr6	100895678	100895697
chr5	132158710	132158741
chr6	158629779	158629874
chr17	33815330	33815432
chr6	26123664	26123979
chr7	24324675	24324683
chr1	221050180	221050273
chr5	2748507	2748516
chr7	3134644	3134670
chr16	55362634	55362703
chr17	56401848	56401879
chr22	47070535	47070641
chr12	96564033	96564157
chr19	3672066	3672080
chr12	111845175	111845270
chr7	100465077	100465161
chr3	15314976	15315000
chr3	186490345	186490366
chr9	127258187	127258274
chr19	4569114	4569260
chr7	156797306	156797346
chr19	14089841	14089870
chr10	134046101	134046188
chr4	3304775	3304980
chr10	17038608	17038717
chr2	129037557	129037569
chr7	1959874	1959887
chr17	779656	779718
chr15	75401835	75401917
chr1	110625841	110626066
chr22	50986956	50986986
chr12	22486913	22486995
chr1	112058209	112058223
chr22	19510978	19511029
chr11	639650	639673
chr15	75251242	75251250
chr2	71134585	71134608
chr11	33824040	33824069
chr3	195313667	195313820
chr6	43612899	43612908
chr19	48167510	48167671
chr15	59816811	59816990
chr18	13641703	13641723
chr16	85296061	85296086
chr19	49839124	49839203
chr16	50308403	50308417
chr19	2252604	2252633
chr19	6100500	6100508
chr2	176948107	176948120
chr2	66673634	66673719
chr19	16197083	16197146
chr7	139553288	139553487
chr3	128210683	128210713
chr2	162280538	162280561
chr8	128929991	128930067
chr1	27160026	27160126
chr22	18260431	18260451
chr3	184405603	184405680
chr7	81417609	81417823
chr8	144660024	144660042
chr19	58220236	58220403
chr9	99639697	99639735
chr20	57224759	57224776
chr17	36666870	36666884
chr8	99961491	99961523
chr5	92908162	92908213
chr15	77284751	77284773
chr5	157346588	157346611
chr19	13210490	13210503
chr5	140871224	140871238
chr6	20024224	20024319
chr4	186560344	186560355
chr9	971674	971703
chr2	197023561	197023691
chr5	132158664	132158685
chr11	44340718	44340785
chr6	136968771	136968815
chr19	35505322	35505399
chr8	145104394	145104455
chr16	31488816	31488849
chr2	177028092	177028228
chr12	131464602	131464618
chr5	175224889	175224959
chr22	30054163	30054251
chr12	47701048	47701077
chr12	115138274	115138280
chr1	112058303	112058337
chr17	7287359	7287475
chr7	156799150	156799168
chr19	13215304	13215327
chr9	66455997	66456005
chr3	196367554	196367677
chr11	67186574	67186616
chr18	76828651	76828657
chr5	138609320	138609465
chr17	35299478	35299512
chr9	87905314	87905325
chr13	109793272	109793287
chr6	109698879	109699119
chr17	47816851	47816941
chr1	170630065	170630080
chr5	180230752	180230844
chr21	38597974	38598066
chr8	11566273	11566285
chr14	91883672	91883822
chr20	24759511	24759539
chr1	47899663	47899729
chr2	73147905	73147942
chr6	152631073	152631120
chr15	96958805	96958854
chr15	74219400	74219407
chr9	137663233	137663244
chr8	898406	898416
chr20	22557745	22557769
chr19	3180080	3180104
chr19	3369701	3369714
chr22	24824009	24824039
chr2	10471490	10471518
chr5	176024129	176024161
chr10	95222833	95222867
chr3	67706421	67706705
chr11	20618888	20618918
chr22	29563382	29563425
chr2	63282949	63282956
chr21	38069675	38069705
chr11	47176741	47176841
chr2	43358583	43358695
chr2	119602826	119602837
chr8	22398142	22398178
chr19	46319060	46319085
chr17	10021069	10021253
chr7	105319545	105319563
chr14	70756090	70756120
chr2	242140582	242140589
chr15	65689324	65689361
chr19	1132141	1132179
chr8	134510944	134511107
chr9	136710340	136710362
chr3	33096823	33096896
chr7	2548154	2548183
chr5	130593040	130593085
chr20	62199474	62199549
chr11	123008310	123008408
chr12	121530481	121530644
chr10	13701335	13701356
chr22	20911689	20911833
chr8	61764675	61764770
chr3	195488911	195488924
chr1	200842879	200842912
chr3	24536601	24536664
chr10	21789267	21789303
chr8	66864145	66864243
chr20	5843935	5843965
chr7	45067930	45067978
chr5	37834828	37834844
chr4	186818095	186818294
chr6	166582771	166582783
chr15	76635175	76635200
chr12	53887138	53887321
chr19	57182975	57183010
chr8	84051808	84052120
chr4	85418694	85418729
chr2	66673956	66673991
chr17	66342922	66343006
chr6	151004402	151004610
chr1	6054866	6054949
chr17	46691788	46691802
chr11	65408444	65408551
chr12	115103886	115103900
chr11	130271850	130271875
chr8	22409072	22409160
chr2	66672596	66672616
chr5	72715504	72715573
chr18	46307700	46307753
chr4	7651988	7652061
chr17	40441433	40441470
chr6	1620346	1620389
chr1	157164679	157164693
chr20	44037518	44037624
chr12	49627611	49627624
chr4	8263785	8263806
chr1	147752577	147752701
chr9	126776168	126776183
chr10	22542557	22542582
chr6	106434088	106434131
chr13	112707953	112708006
chr12	49689395	49689400
chr17	7080603	7080910
chr19	18760938	18760989
chr12	123518638	123518773
chr1	24229465	24229476
chr17	14203010	14203043
chr16	86321477	86321575
chr21	38081090	38081187
chr17	1960261	1960274
chr6	20024500	20024569
chr19	38705029	38705203
chr14	73712457	73712489
chr3	186685648	186685718
chr9	98111682	98111739
chr6	43192429	43192519
chr19	7402397	7402414
chr2	45029881	45029891
chr3	42306731	42306767
chr7	105319436	105319486
chr17	56565349	56565374
chr13	21050140	21050156
chr10	11704590	11704643
chr7	23245729	23245738
chr8	143813256	143813294
chr11	118589442	118589599
chr12	52627050	52627068
chr6	27655609	27656143
chr7	129781353	129781457
chr16	85344383	85344563
chr1	36788051	36788066
chr10	126300538	126300694
chr2	242785210	242785261
chr7	42267805	42267822
chr6	25042095	25042140
chr5	122422290	122422309
chr12	52115509	52115548
chr8	57026239	57026410
chr22	20078423	20078511
chr2	220313255	220313272
chr11	67205095	67205113
chr14	37136001	37136019
chr16	29675880	29675899
chr1	46914407	46914494
chr9	14346053	14346085
chr20	56027102	56027162
chr5	150594238	150594255
chr16	66621433	66621441
chr3	128210809	128210826
chr8	55371721	55371728
chr10	22624363	22624510
chr22	20785437	20785462
chr5	42952051	42952113
chr9	1045691	1045747
chr11	22454376	22454382
chr4	13532682	13532795
chr1	225655594	225655619
chr3	184504253	184504484
chr22	19711226	19711257
chr12	110236002	110236058
chr10	106401268	106401303
chr18	19756867	19756897
chr22	50319531	50319668
chr22	30662059	30662077
chr10	105344492	105344526
chr20	46044275	46044343
chr16	88767062	88767096
chr14	60952393	60952405
chr2	8715562	8715637
chr14	73180829	73180984
chr19	31829135	31829319
chr7	2757237	2757317
chr8	145900685	145900715
chr3	128765137	128765158
chr6	137244466	137244484
chr6	170581242	170581310
chr4	103790673	103790911
chr4	37585982	37585993
chr12	2030316	2030331
chr22	39147922	39148082
chr9	130539913	130539935
chr19	18770323	18770328
chr16	56672432	56672464
chr4	16084323	16084365
chr5	37834847	37834913
chr6	27832225	27832236
chr5	72677925	72677938
chr13	51288375	51288412
chr18	13612629	13612815
chr8	22976452	22976577
chr21	45336773	45336809
chr11	65408666	65408781
chr1	12533416	12533477
chr12	117032140	117032181
chr3	194118821	194118923
chr3	138664166	138664281
chr6	1393814	1393833
chr5	92908827	92908853
chr19	4374698	4374799
chr22	37881408	37881495
chr20	56194053	56194195
chr11	47416527	47416633
chr16	11327169	11327181
chr16	55365257	55365267
chr14	90187164	90187260
chr17	36718317	36718336
chr14	102555012	102555047
chr2	130940271	130940307
chr19	16482409	16482500
chr5	72678105	72678117
chr14	106328280	106328426
chr17	55945762	55945859
chr19	36247848	36247862
chr21	45577764	45577826
chr18	77199431	77199443
chr7	632944	632992
chr6	170581003	170581096
chr1	1564676	1564690
chr19	3179929	3179985
chr8	687582	687636
chr19	58867983	58868067
chr3	47122364	47122371
chr3	63264516	63264595
chr9	96715493	96715509
chr1	221050478	221050491
chr2	219738428	219738541
chr2	73928331	73928354
chr2	74642033	74642081
chr2	47206751	47206855
chr20	21492917	21492931
chr7	156796991	156797035
chr5	45696095	45696108
chr21	44819374	44819432
chr1	200842812	200842842
chr2	220313472	220313492
chr9	134128181	134128299
chr9	96713741	96713787
chr17	75231575	75231615
chr17	73839499	73839523
chr10	118900000	118900044
chr17	3814755	3814785
chr19	39283176	39283235
chr3	31310498	31310656
chr18	11948030	11948038
chr8	107447333	107447483
chr20	62200085	62200109
chr2	8723890	8723900
chr4	102711896	102711974
chr19	38886138	38886154
chr4	81189711	81189729
chr6	1620159	1620204
chr14	74981388	74981406
chr9	5841793	5841956
chr7	27197885	27197933
chr6	163670668	163670704
chr13	79182034	79182044
chr6	20024352	20024422
chr15	99993103	99993143
chr3	127634083	127634161
chr3	148336056	148336126
chr3	38081466	38081537
chr7	156796586	156796676
chr16	56313147	56313258
chr1	155265254	155265284
chr9	69197259	69197281
chr8	105235918	105235943
chr7	3134380	3134520
chr2	45155915	45155930
chr16	86613029	86613062
chr16	54324380	54324392
chr5	76373530	76373539
chr12	133348115	133348260
chr20	43945282	43945292
chr6	43083293	43083338
chr11	123355219	123355301
chr7	149487306	149487319
chr7	27209526	27209582
chr6	19692010	19692112
chr14	75800718	75800727
chr2	43020374	43020394
chr3	157824208	157824217
chr19	23254232	23254336
chr2	69064579	69064611
chr20	62199644	62199673
chr4	41748362	41748433
chr6	20320098	20320141
chr13	109793301	109793322
chr8	121021099	121021235
chr8	57069774	57069786
chr21	46902922	46902964
chr17	36666562	36666605
chr19	3688173	3688181
chr7	139876374	139876418
chr9	87905154	87905186
chr8	10588937	10588948
chr6	100901494	100901618
chr11	1332088	1332114
chr10	6094775	6094827
chr22	50319330	50319373
chr2	63284573	63284714
chr8	8654900	8654936
chr3	194118678	194118738
chr11	67778031	67778074
chr22	40796311	40796475
chr1	221049959	221050007
chr11	63637374	63637410
chr9	36458494	36458734
chr8	142276277	142276297
chr7	1552786	1552837
chr3	133661417	133661556
chr20	34078658	34078800
chr4	41748856	41749020
chr4	114277289	114277305
chr15	64244503	64244684
chr21	38069939	38069956
chr4	184828385	184828403
chr2	196401030	196401147
chr19	44029921	44029980
chr14	91225488	91225519
chr14	38080503	38080552
chr11	77530415	77530612
chr1	860652	860669
chr13	31480961	31480979
chr11	67171584	67171666
chr12	22094594	22094657
chr11	65408370	65408410
chr21	38074487	38074667
chr19	4916881	4917023
chr14	38080557	38080579
chr17	46619163	46619183
chr12	52652454	52652489
chr2	171786280	171786350
chr2	66667886	66667913
chr3	197840391	197840554
chr17	37894402	37894439
chr17	62774587	62774620
chr11	2847667	2847695
chr5	42949496	42949542
chr17	79134306	79134315
chr2	19561301	19561322
chr5	132161708	132161721
chr3	127469356	127469468
chr4	24801800	24801810
chr14	73181172	73181203
chr6	20024006	20024141
chr3	170137456	170137470
chr3	149341800	149341829
chr9	96715356	96715374
chr16	75109331	75109460
chr2	170625432	170625438
chr22	44391923	44391940
chr1	145562732	145562809
chr19	6753492	6753523
chr14	24641001	24641021
chr4	8202378	8202403
chr5	115298830	115298848
chr9	139716146	139716160
chr3	122296676	122296709
chr2	74726214	74726229
chr12	114852336	114852359
chr19	45901780	45901885
chr2	131797613	131797636
chr2	27529569	27529584
chr10	94822392	94822422
chr13	50701694	50701724
chr11	64290555	64290746
chr10	11212536	11212603
chr9	129377680	129377714
chr15	74658177	74658190
chr2	25500296	25500316
chr10	102986952	102986973
chr21	44819226	44819239
chr12	115109842	115109855
chr22	39148239	39148256
chr20	43726616	43726631
chr19	50058236	50058275
chr15	96903029	96903092
chr4	94755870	94755918
chr6	37551119	37551243
chr7	36679543	36679660
chr20	22557794	22557968
chr1	1118430	1118437
chr17	16570355	16570361
chr6	166976776	166976796
chr4	16084937	16084953
chr3	151936218	151936283
chr12	114878759	114878791
chr2	220299635	220299643
chr21	38076854	38076871
chr7	130641699	130641745
chr2	157186445	157186485
chr11	65661646	65661754
chr9	134128101	134128135
chr3	129694365	129694378
chr20	30816216	30816330
chr2	233925180	233925317
chr17	17415395	17415403
chr9	1045788	1045818
chr22	45125519	45125586
chr13	113344799	113344867
chr4	16085139	16085180
chr6	157970252	157970307
chr16	75600626	75600642
chr21	38081477	38081492
chr19	16482519	16482633
chr18	18823158	18823243
chr7	158362709	158362731
chr8	145925522	145925533
chr9	87904983	87904996
chr1	178455974	178456004
chr6	75916962	75916992
chr2	27301795	27301826
chr17	39464701	39464813
chr13	79170266	79170271
chr10	121277212	121277385
chr13	79170302	79170323
chr16	68676460	68676466
chr17	1960297	1960323
chr2	25384521	25384555
chr19	3179353	3179432
chr2	43397997	43398041
chr21	44819309	44819337
chr19	47152996	47153006
chr19	10842473	10842660
chr3	128211282	128211310
chr11	63974228	63974540
chr5	115152519	115152539
chr19	4108900	4108936
chr5	172370231	172370335
chr8	145025336	145025434
chr7	2758845	2758885
chr4	102711857	102711879
chr1	203032620	203032687
chr5	176023813	176023852
chr2	119611407	119611447
chr3	192125879	192125900
chr18	9404557	9404633
chr21	38076401	38076508
chr1	47899900	47899973
chr14	105527019	105527137
chr3	50312991	50313021
chr22	47070183	47070285
chr14	27065959	27066053
chr16	3641015	3641054
chr11	48044297	48044518
chr7	27197712	27197726
chr16	2317491	2317523
chr9	136728062	136728085
chr7	557581	557595
chr9	134148582	134148640
chr1	221050095	221050115
chr14	38066924	38066944
chr4	1210659	1210715
chr4	1210785	1210901
chr9	1045544	1045552
chr3	181438113	181438133
chr2	63284055	63284066
chr10	13390041	13390139
chr18	11947874	11947897
chr9	6645173	6645184
chr8	142414178	142414227
chr13	28498832	28498881
chr22	50752816	50752852
chr7	87228807	87228922
chr11	128609074	128609245
chr22	47070690	47070785
chr13	96294381	96294499
chr5	179507584	179507627
chr3	16379798	16379845
chr8	28637012	28637063
chr12	106978557	106978647
chr9	96715305	96715335
chr10	79380018	79380032
chr8	145104050	145104058
chr12	51718198	51718251
chr7	155259609	155259665
chr19	4109138	4109269
chr12	52652502	52652523
chr2	66673336	66673372
chr2	97428602	97428718
chr2	46926601	46926631
chr17	17295442	17295619
chr16	28996532	28996602
chr8	23572091	23572113
chr16	2317602	2317631
chr10	50494659	50494871
chr7	95402297	95402335
chr17	15244821	15244853
chr19	35537038	35537179
chr3	192126077	192126114
chr18	9735515	9735556
chr2	43398069	43398085
chr12	124877816	124877872
chr1	208132616	208132726
chr17	61512658	61512683
chr19	42071605	42071726
chr10	101292552	101292646
chr22	23558663	23558927
chr16	85169901	85170126
chr9	132358304	132358316
chr5	137795191	137795306
chr22	50319158	50319194
chr12	115103722	115103767
chr16	17331467	17331495
chr12	123131513	123131635
chr13	114875997	114876008
chr10	102986890	102986903
chr16	88758508	88758570
chr17	79134237	79134248
chr3	129295780	129295896
chr15	96890743	96890812
chr2	219847214	219847286
chr10	6213930	6214079
chr11	45114836	45114845
chr4	81952496	81952527
chr4	159091800	159091863
chr19	16197202	16197336
chr11	64068293	64068310
chr7	633049	633101
chr1	9764969	9765037
chr22	47070412	47070453
chr11	68125151	68125185
chr14	105531892	105532022
chr3	50313747	50313762
chr6	42072513	42072527
chr11	88242385	88242459
chr15	41795065	41795089
chr18	46298176	46298192
chr5	1495316	1495431
chr3	138679355	138679366
chr5	134880200	134880327
chr1	120905027	120905109
chr2	66666698	66666809
chr1	161697280	161697330
chr6	42072328	42072373
chr7	158936693	158936701
chr9	101822013	101822096
chr6	19691985	19692003
chr5	177989059	177989077
chr2	177014492	177014518
chr19	55553070	55553087
chr17	40822427	40822434
chr19	3178517	3178545
chr14	91844678	91844726
chr4	3304410	3304551
chr10	124910708	124910730
chr13	29106180	29106363
chr9	126135891	126135950
chr17	56409588	56409742
chr6	50787949	50787984
chr16	2286867	2286879
chr7	129425931	129426013
chr16	68390251	68390361
chr17	43663420	43663489
chr22	19710841	19710855
chr1	1148346	1148354
chr7	155168257	155168346
chr8	134094859	134094975
chr5	138850540	138850606
chr12	6882964	6882984
chr7	155246915	155246940
chr11	67204881	67205042
chr1	208085429	208085672
chr10	12223668	12223715
chr17	3790315	3790340
chr22	20783780	20783802
